scenario,cache_fraction,cache_weight,seed,gls,simple_mean,median,weight_dispersion,spectral_effective,n_pulls
cache_third_moderate,0.33,0.5,1214,3.8938681329002396,3.9104111491743754,4.048101142437327,0.028850184600848587,4.596959189531249,9
cache_third_moderate,0.33,0.5,1215,3.585623318482089,3.458735125045397,4.001431256350583,0.026514504874143942,4.593452315570384,9
cache_third_moderate,0.33,0.5,1216,3.3107912285630174,3.203413106271878,3.8252926887678047,0.032798504224617914,4.755394535013399,9
cache_third_moderate,0.33,0.5,1217,3.749484557552144,3.6024838255450664,4.02821427623525,0.023681876539907967,4.802029244687874,9
cache_third_moderate,0.33,0.5,1218,3.3532464418226304,3.272966348733802,4.032386039670204,0.030664031538858865,4.761616475806316,9
cache_third_moderate,0.33,0.5,1219,3.2944270143976984,3.25282915220152,3.841914838704917,0.029311534151594768,4.947851769235033,9
cache_third_strong,0.33,0.8,1200,3.482339955648424,3.8481700983581164,3.8343508059240246,0.052298902499764745,4.150203467191883,9
cache_third_strong,0.33,0.8,1201,3.9664414964698236,4.189633021025703,4.332069828731876,0.040404814854037276,3.869351326268656,9
cache_third_strong,0.33,0.8,1202,4.425728577494304,4.529879226725784,4.856343812855435,0.036458198942333854,4.073842371586715,9
cache_third_strong,0.33,0.8,1203,4.462815357931618,4.306682166811572,4.788415221486717,0.031905970776384816,3.853820254569526,9
cache_third_strong,0.33,0.8,1204,4.515845518465999,4.7301879587535955,4.8597348474798885,0.02902005471073211,4.105434859069588,9
cache_third_strong,0.33,0.8,1205,4.310275204287793,3.9751265998112837,5.076107084214673,0.03137467627298925,3.785967785767127,9
cache_third_strong,0.33,0.8,1206,3.540211092204634,3.9300724473875825,4.118135822437735,0.047915763048865835,3.670040432825254,9
cache_third_strong,0.33,0.8,1207,4.471951018318009,4.307914823388303,4.774655300611561,0.03524419547248231,3.9652983317986963,9
cache_third_strong,0.33,0.8,1208,4.165168648111956,4.1584440813669685,4.592536288544862,0.03958663973711688,4.062782784954695,9
cache_third_strong,0.33,0.8,1209,4.41074447405496,4.438802464493304,5.084094643942217,0.02783051792098081,4.138415178867081,9
cache_third_strong,0.33,0.8,1210,4.1796967610838145,4.114391156401673,4.582326607679968,0.01985153142354947,4.069322032442206,9
cache_third_strong,0.33,0.8,1211,4.8095134606359915,4.8642874954089566,5.329563593097434,0.031690035378708487,3.8956460266933743,9
cache_third_strong,0.33,0.8,1212,4.674972361881893,4.6567654885606,4.932707413709111,0.019585267812768824,4.208264554315319,9
cache_third_strong,0.33,0.8,1213,4.37398925783959,4.16571867808629,4.987671865406353,0.03232325903704275,4.264687971445905,9
cache_third_strong,0.33,0.8,1214,4.065524143992781,4.398948233848873,4.307327045370518,0.0314519646525457,3.88733863727854,9
cache_third_strong,0.33,0.8,1215,4.046598283275274,4.089563538231817,4.525345734089899,0.026230242162170948,4.01640555762166,9
cache_third_strong,0.33,0.8,1216,3.7335786663451294,3.762846416845526,4.357593514382476,0.05264134769719706,3.916074434797162,9
cache_third_strong,0.33,0.8,1217,4.140847994356989,4.123623741005814,4.487657406914912,0.02884251493676643,3.8942124577140516,9
cache_third_strong,0.33,0.8,1218,3.9407706177409993,3.876397640491805,4.8518729994454395,0.024593215840400015,3.8851630559916903,9
cache_third_strong,0.33,0.8,1219,3.6512150129299354,3.493232635077547,4.293940839880586,0.03465189484975335,4.0865314928703524,9
cache_half_strong,0.5,0.8,1200,4.334923975313166,4.709529195668838,4.880837840145291,0.04099611900423341,2.6540849794287604,9
cache_half_strong,0.5,0.8,1201,5.192111845250609,5.016519930606777,5.564469825546675,0.05499527868826131,2.7870800263772266,9
cache_half_strong,0.5,0.8,1202,5.666923421196665,5.073490133956958,5.933084611203691,0.05967191366746809,2.9375190928555948,9
cache_half_strong,0.5,0.8,1203,5.4152716907691705,5.019243887544421,5.554555551089577,0.04324267805915905,3.0518492540805062,9
cache_half_strong,0.5,0.8,1204,5.554697166064534,5.402048660339713,5.708239554041927,0.04034960053508428,2.808020218703906,9
cache_half_strong,0.5,0.8,1205,5.276426094674176,4.687421452297827,5.7213788771616585,0.04550232200952421,2.7988018733123603,9
cache_half_strong,0.5,0.8,1206,4.824335640062501,4.8358455376246345,5.264241117055282,0.04566480000352179,2.7476274711001323,9
cache_half_strong,0.5,0.8,1207,5.3898515003746414,4.592627284821112,5.510659837897229,0.04601542742687742,3.1629390045718657,9
cache_half_strong,0.5,0.8,1208,5.330718246331296,4.839321333333548,5.5684199157061585,0.04023680540808578,3.044571809039841,9
cache_half_strong,0.5,0.8,1209,5.118283169547177,5.082310715459875,5.908022728029762,0.03659941589192506,2.9714064448996216,9
cache_half_strong,0.5,0.8,1210,5.066136086381147,4.693296253238384,5.361632712029758,0.03332115104459784,3.0250374960894426,9
cache_half_strong,0.5,0.8,1211,6.2778775316565625,5.983870098326956,6.672595094743795,0.02604155853975783,2.8451191189163993,9
cache_half_strong,0.5,0.8,1212,5.455893191401908,5.041039663674798,5.786393869997463,0.023687242177969553,3.342570265332175,9
cache_half_strong,0.5,0.8,1213,4.914805519559269,4.702007929909726,5.556005566085844,0.04155393998924111,2.9411811124244767,9
cache_half_strong,0.5,0.8,1214,5.339307781126789,5.178035339198885,5.575197021993449,0.029199582078933084,2.900603044161665,9
cache_half_strong,0.5,0.8,1215,4.842112958638936,4.82529246143136,5.274944930060497,0.047749469688018256,2.9822920543048608,9
cache_half_strong,0.5,0.8,1216,4.674740740266536,4.5164296199238905,5.293550427163906,0.06740433270416382,2.8006225858045743,9
cache_half_strong,0.5,0.8,1217,5.132507806279591,4.785000615826321,5.341621652484343,0.029650829828214608,3.235620859156061,9
cache_half_strong,0.5,0.8,1218,4.8985164326934445,4.610270002083172,5.538221387406345,0.03480593247308168,2.8300238110925737,9
cache_half_strong,0.5,0.8,1219,4.560306888654241,4.009473915833221,5.17282447045834,0.031705169487009334,3.144478934670471,9
