replication,seed,estimator,benchmarked,bias,absolute_bias,mae,rmse,correlation,innovation_correlation,top_peak_recall
9,1208,RACER_GT,False,2.0928007353808415e-14,2.0928007353808415e-14,2.8413559926695258,3.752467039303953,0.9893828309599251,0.9779610912513313,0.9473684210526315
9,1208,single_pull_benchmarked,True,0.0009165425248312165,0.0038646139439737414,5.390380821842701,6.973557254793171,0.9634166106323412,0.8922479352108257,0.8713450292397661
9,1208,cross_pull_median_benchmarked,True,-0.04339570984083047,0.04339570984083047,2.952134799774638,3.9550429949489,0.9881067122833909,0.9564999377719082,0.9473684210526315
9,1208,simple_mean_benchmarked,True,0.0009165425248311344,0.0009165425248311344,2.6211082539290995,3.5035308527204747,0.9908168294177632,0.9789153194312472,0.9473684210526315
9,1208,RACER_GT_benchmarked,True,0.0007331920577274352,0.0007331920577274352,2.615414357394559,3.476896276466618,0.9909012737274981,0.9780412026437173,0.9473684210526315
10,1209,single_pull,False,3.1450252238561815e-15,1.0375563324244328e-14,5.893133377908672,7.598763801710545,0.9700053355161676,0.8945438870315233,0.9298245614035088
10,1209,cross_pull_median,False,-0.032171726518618854,0.032171726518618854,3.5160532751944924,4.459099705577342,0.9893944040649574,0.9567724412824606,1.0
10,1209,simple_mean,False,3.3391625833534764e-15,3.3391625833534764e-15,3.3110028790338344,4.148928641906571,0.9907836924316707,0.975232281506032,1.0
10,1209,RACER_GT,False,-1.8248911792745743e-15,1.8248911792745743e-15,3.339109203238308,4.153481388897226,0.9907530997987295,0.9748482159200602,1.0
10,1209,single_pull_benchmarked,True,-0.03279830623951148,0.03279830623951148,5.565585325220109,7.189908384040147,0.9730273181311829,0.8950467378445184,0.935672514619883
10,1209,cross_pull_median_benchmarked,True,-0.060555132519732616,0.060555132519732616,3.2977673988521583,4.195213070496087,0.9905901455659305,0.9569836458859008,1.0
10,1209,simple_mean_benchmarked,True,-0.03279830623951139,0.03279830623951139,3.06000536088127,3.856287761684169,0.9920230718909082,0.9754407607807054,1.0
10,1209,RACER_GT_benchmarked,True,-0.03268999656392614,0.03268999656392614,3.0846624579032604,3.862285190501494,0.9919902430019042,0.9750546838584839,1.0
11,1210,single_pull,False,-3.106197751956722e-15,9.007973480674495e-15,5.615683009721283,7.3293499789626315,0.9744905626993199,0.8919328492546202,0.9181286549707602
11,1210,cross_pull_median,False,-0.14622017685913066,0.14622017685913066,3.094989494135863,4.042546708502505,0.9919347937201289,0.951660359277187,0.9473684210526315
11,1210,simple_mean,False,-3.5332999428507714e-15,3.5332999428507714e-15,2.788765633816295,3.665048921696664,0.9933586986858876,0.972952801760876,0.9473684210526315
11,1210,RACER_GT,False,3.2615076395545583e-15,3.2615076395545583e-15,2.7851827886105602,3.6602764814045274,0.9933709318874039,0.9730457228620609,0.9473684210526315
11,1210,single_pull_benchmarked,True,0.004142169332398701,0.004808459650734137,5.3648506644496345,7.015413091971456,0.9765924850513618,0.8924074647074396,0.9239766081871346
11,1210,cross_pull_median_benchmarked,True,-0.12354819395793395,0.12354819395793395,2.980356228926103,3.9000385895972847,0.9924945380113802,0.9518411634246341,0.9473684210526315
11,1210,simple_mean_benchmarked,True,0.004142169332398239,0.004142169332398239,2.673795699289296,3.517071844598729,0.9938888189047927,0.973115974743513,0.9473684210526315
11,1210,RACER_GT_benchmarked,True,0.004238622606181884,0.004238622606181884,2.668856971090686,3.5122281392871257,0.9939002222190455,0.9732061001415966,0.9473684210526315
12,1211,single_pull,False,6.123955151253566e-15,9.316436174097974e-15,5.818873606174866,7.42612894943989,0.9691908631676406,0.8973984702466973,0.8771929824561403
12,1211,cross_pull_median,False,-0.11158950184890279,0.11158950184890279,3.4955548196353217,4.534970559248183,0.9882113340028497,0.9532226064281554,1.0
12,1211,simple_mean,False,5.668810897321018e-15,5.668810897321018e-15,2.907359945908121,3.755391793061089,0.9919257337557996,0.9783311454676005,0.9473684210526315
12,1211,RACER_GT,False,1.0250452581457183e-14,1.0250452581457183e-14,2.928061672662245,3.7912092382256244,0.9917719283309654,0.9778705906136937,0.9473684210526315
12,1211,single_pull_benchmarked,True,0.014844493483771475,0.014844493483771475,5.5134430059490045,7.0327022629683915,0.9723225889403336,0.8977403206695064,0.8713450292397661
12,1211,cross_pull_median_benchmarked,True,-0.08100990241194073,0.08100990241194073,3.312974772493048,4.304222562650561,0.9893836157877083,0.9533722794750816,1.0
12,1211,simple_mean_benchmarked,True,0.014844493483771065,0.014844493483771065,2.7268319620305532,3.5266800014457567,0.9928832991904657,0.9784535027115118,0.9473684210526315
12,1211,RACER_GT_benchmarked,True,0.015034005519760222,0.015034005519760222,2.7432587759295144,3.55888149474436,0.9927538789843301,0.977995521990504,0.9473684210526315
13,1212,single_pull,False,-1.7109972617028277e-14,1.7109972617028277e-14,5.992970228906864,7.638667537816933,0.9610311709502063,0.8862223101141917,0.8596491228070176
